Tempo (s),Posi��o X (m),Posi��o Y (m)
47.58,0.084854,0.717019
47.59,0.084558,0.717355
47.61,0.084465,0.717396
47.63,0.08455,0.717539
47.64,0.084754,0.717688
47.86,0.085711,0.721865
47.88,0.085408,0.722398
47.89,0.085269,0.72288
47.91,0.08524,0.723046
47.93,0.085206,0.723345
47.94,0.085109,0.723242
47.96,0.084765,0.723654
47.98,0.084806,0.723786
47.99,0.084837,0.723878
48.01,0.085238,0.723988
48.03,0.085133,0.724234
48.04,0.085157,0.724653
48.06,0.085141,0.725299
48.09,0.084894,0.725166
48.11,0.084433,0.725703
48.14,0.084671,0.726222
48.16,0.084632,0.726436
48.18,0.08469,0.726897
48.19,0.084525,0.727132
48.24,0.0847,0.727499
49.11,0.085431,0.743058
50.2,0.085447,0.763306
